,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
5648,1,4,5,5,1,1,0,1,1,0,1,0,0,0,12.21,28.04,1.14,-4.69,7.35,-0.03,6.91
3696,1,2,5,3,0,0,0,0,1,0,0,1,0,1,11.94,26.84,2.22,2,7.73,-0.37,5.62
10266,1,2,1,4,0,0,1,1,0,0,1,1,0,0,12,28.67,1.56,0.72,7.28,0.86,6.66
11703,1,2,5,5,0,1,0,0,1,0,1,1,0,1,12.04,26.36,-0.2,5.75,7.77,-0.24,7.02
15923,0,4,2,2,1,0,1,1,1,1,0,1,1,1,12.14,26.14,3.93,0.74,7.48,-0.42,3.51
3970,1,2,5,2,1,1,0,1,1,0,0,0,1,1,11.88,27.42,4.25,0.33,7.77,-1.2,6.54
6470,1,2,2,2,1,0,1,0,1,1,1,0,1,1,12.19,28.86,3.01,-2.39,7.89,2.34,6.22
7838,0,1,5,4,1,0,0,0,1,0,1,0,0,0,12.03,29.78,1.01,0.92,7.31,-1.18,6.24
1584,1,3,2,5,0,1,0,0,0,1,1,0,0,0,12.11,28.97,3,4.4,7.66,0.34,6.02
13799,1,3,2,4,1,1,1,1,1,0,0,1,0,1,12.06,27.59,-1.76,-6.2,7.37,0.88,6.33
4313,1,5,5,5,1,1,0,1,1,0,0,1,1,0,11.92,27.75,2.72,-2.02,8.05,0.95,4.81
11610,1,3,5,5,1,0,0,1,1,0,1,0,1,0,11.93,31.01,1.28,4.84,7.38,-0.17,5.73
10647,1,1,3,4,0,1,1,1,0,0,1,1,1,1,12.17,24.55,5.3,-3.22,7.43,-1.27,6.75
7048,1,4,5,5,1,1,1,1,0,1,0,1,1,0,12.09,29.51,1.78,0.38,7.26,2.21,4.22
19940,0,1,1,3,0,1,0,1,0,0,1,1,0,1,11.9,29.94,0.15,-3.73,7.62,1.19,5.51
16072,1,2,2,4,1,1,1,1,0,1,0,0,1,1,11.98,27.5,0.31,0.66,7.31,1.57,4.6
17464,1,3,1,1,1,1,1,0,1,1,0,0,1,0,11.75,26.97,0.97,-0.17,7.17,0.2,5.21
578,0,4,5,4,0,0,1,0,0,1,1,0,0,1,12,30.11,0.61,-2.08,7.51,-4.17,6.77
4963,1,2,1,1,0,0,0,1,0,0,1,0,1,0,12.01,30.97,1.79,-0.93,7.87,-2.98,4.41
2993,0,3,4,3,0,1,0,1,0,1,1,1,0,0,12.04,24.15,3.67,-4.36,7.7,-0.47,6.37
5979,1,5,4,3,1,0,1,1,0,0,1,0,1,0,12.21,28.17,1.44,6.86,7.28,-2.28,6.16
18763,1,4,1,4,0,1,1,0,0,1,1,1,0,1,11.91,26.02,-1.16,-1.79,7.32,-0.35,6.23
18762,0,1,2,5,0,0,1,0,0,0,0,0,1,0,12.2,26.8,1.25,-3.59,7.93,-1.56,7.51
1260,1,2,4,5,0,1,0,1,0,0,1,1,1,0,12.46,29.42,1.61,-1.61,7.73,-0.49,5.75
1797,0,2,4,3,1,0,0,0,0,1,0,0,0,1,11.86,27.83,1.54,-0.39,7.27,3.16,5.55
17420,1,4,4,1,0,0,0,1,0,0,1,0,0,1,12.32,27.1,2.36,1.96,7.54,2.32,5.29
515,1,5,4,5,1,0,0,1,0,0,0,0,0,0,11.85,27.35,5.98,-5.43,7.9,-1.12,4.08
3148,1,5,4,3,1,1,0,1,0,1,0,1,1,1,12.18,25.13,0.82,2.26,7.22,1.37,3.87
2460,1,4,4,4,0,1,1,0,1,1,0,1,0,0,12.23,29.45,-0.32,1.84,7.44,3.17,5.06
2474,0,3,5,5,0,0,1,1,1,1,1,1,1,0,12.13,25.4,2.43,-5.05,7.27,-2.76,6.08
5150,1,3,4,5,1,0,1,1,0,1,0,1,1,1,12.28,27.86,0.18,1.98,7.19,-0.76,4.65
2982,1,4,2,3,1,1,0,0,0,0,0,1,1,0,12.01,28.84,3.43,-2.63,7.37,-0.09,5.37
6637,1,4,4,4,0,0,0,1,1,1,1,1,1,1,12.16,27.53,1.76,-1.8,7.6,0.33,5.9
14936,1,4,4,5,1,1,1,0,1,1,0,1,1,1,12.08,30.17,0.38,4.88,7.79,0.1,7.95
3282,0,5,5,5,1,1,1,1,0,1,0,0,0,1,11.75,27.7,2.36,2.99,8.07,1.44,7.34
4899,1,2,2,3,0,0,0,1,0,1,0,0,1,0,11.85,25.94,0.58,-1.1,7.46,0.68,4.79
1923,1,2,2,1,0,0,0,1,1,0,1,0,1,0,11.96,30.87,1.95,-1.44,7.09,2.61,4.24
10278,0,3,3,4,1,1,0,1,1,1,1,0,0,0,11.85,28.16,0.4,1.56,7.61,-0.34,7.97
15933,1,3,4,1,1,0,1,0,0,0,0,0,1,0,12.4,28.37,1.79,-10.29,7.14,0.21,4.83
10078,0,5,5,3,1,1,0,0,1,0,0,1,1,0,12.52,27.74,1.99,-1.16,7.32,0.94,5.58
15476,1,3,4,3,1,0,0,0,1,1,0,0,0,0,11.94,27.73,1.21,0.06,7.61,-0.67,7.63
4782,0,1,5,5,0,1,0,0,0,1,0,0,1,1,11.79,25.67,1.61,-4.84,7.16,0.85,4.2
7165,1,4,5,1,1,1,1,0,0,0,1,1,1,0,12.07,27.37,0.82,-2.45,7.61,3.52,6.51
8258,0,2,4,3,1,0,1,0,0,0,0,0,0,1,11.95,26.1,1.82,-0.87,7.3,-0.11,4.35
1465,1,4,2,3,0,0,1,0,0,1,0,1,0,0,12.05,27.7,2.82,0.02,7.39,-0.73,5.63
7445,1,2,3,1,1,0,1,1,0,1,1,0,1,1,11.99,27.73,0.06,0.84,7.71,1.96,5.42
16109,0,3,1,4,0,0,1,1,0,1,1,0,0,1,12.25,25.9,3.21,0.66,7.76,0.56,7.28
15719,1,1,3,1,0,1,0,1,0,0,0,0,1,1,12.07,30.81,0.16,6.32,7.64,2.91,5.44
17192,1,4,4,1,1,1,0,1,1,1,0,1,0,1,12.19,27.48,1.02,1.65,7.39,1.87,6.35
5357,1,2,5,3,0,1,1,1,1,0,1,1,0,1,11.68,28.16,4.65,-0.35,7.46,-3.11,5.23
7719,0,3,3,4,0,1,1,0,0,0,1,0,1,0,12.29,24.31,3.64,0.43,7.42,-0.66,6.19
6681,1,5,5,5,1,0,1,1,0,1,1,1,1,0,12.14,24.73,0.61,-2.81,7.36,-0.86,5.86
11051,1,4,4,2,0,0,0,1,1,1,1,1,1,0,12.07,25.58,-0.45,2.71,7.41,-1.22,6.17
7678,1,1,4,4,0,0,1,1,1,1,0,1,1,0,12.18,28.53,0.94,-1.09,7.49,-0.5,5.33
3407,0,3,2,4,0,1,1,1,1,0,0,1,0,1,11.89,26.53,0.48,-0.97,7.4,4.04,6.84
10297,1,1,2,5,1,0,1,1,1,1,1,0,0,0,11.99,27.83,1.28,-3.04,7.75,-0.25,3.3
6928,1,2,2,4,1,1,0,0,1,0,1,0,0,1,12.02,25.88,-2.97,-0.95,7.79,1.33,4.24
17001,0,4,3,5,1,0,0,0,0,1,0,0,1,0,12.34,27.8,-2.48,-0.72,6.89,-1.68,6.17
16280,0,4,5,3,1,1,1,1,1,1,0,0,1,0,11.87,27.28,0.49,5.89,7.19,1.05,4.86
5654,0,2,5,4,1,1,1,1,1,0,0,1,1,0,12.22,27.38,-0.53,2.38,7.05,-1.71,5.92
1961,1,5,2,5,0,1,0,0,0,0,1,0,1,1,11.89,28.78,1.41,-1.04,7.62,0.01,6.03
19717,1,4,2,4,0,1,1,0,0,1,0,1,0,0,12.09,26.65,2.42,-2.9,7.7,-3.54,4.99
4326,0,2,4,2,0,0,1,1,0,1,0,0,0,0,12.13,30.45,2.18,3.06,7.51,0.43,7.3
4479,0,4,3,5,1,0,1,1,0,1,0,0,1,0,12.12,25.62,-0.3,-6.55,7.52,-1.91,6.3
13004,1,5,4,3,0,1,1,0,1,0,0,0,1,1,12.4,27.11,1.82,6.42,7.7,3.47,6.66
2453,0,4,3,2,1,0,0,1,1,0,0,0,0,1,12.2,27.41,-0.12,3.97,7.69,-1.14,6
7054,0,1,4,5,0,0,0,0,1,0,0,0,0,1,12.24,24.5,0.82,3.06,7.12,1.98,4.2
15969,0,4,3,4,0,0,0,0,1,1,1,1,0,0,12.19,25.38,3.81,2.29,7.23,2.07,4.46
16417,0,1,0,4,1,1,1,0,0,0,1,0,0,0,11.83,27.62,0.74,1.6,7.47,1.13,5.5
13559,1,3,4,3,1,1,0,1,0,0,1,0,0,1,11.76,27.98,1.48,3.72,7.07,-1.57,6.32
8926,1,2,4,3,0,1,0,1,0,1,1,0,0,0,12.11,27.85,3.69,9.5,7.21,2.4,6.15
11041,1,4,1,5,0,0,0,1,0,1,0,1,1,1,12.17,30.08,1.99,-0.54,7.84,0.46,7.23
3763,0,5,3,3,1,0,0,0,0,0,1,1,0,0,12,28.25,1.16,-3.23,7.57,-2.26,5.33
19140,1,4,3,2,0,1,0,0,0,1,1,1,1,1,11.4,27.25,-1.36,0.32,7.74,0.33,4.81
3818,1,2,4,5,1,1,0,1,0,0,0,0,1,1,12.49,27.57,0.21,4.03,7.46,-1.39,7.02
10408,1,4,4,3,1,0,1,0,1,1,1,1,1,0,12.29,27.92,5.14,3.9,7.66,-0.5,4.3
6388,0,3,3,4,0,0,1,1,0,1,1,0,1,0,11.88,29.66,-0.38,-0.03,7.45,2.2,7.53
8259,0,4,5,5,1,0,1,0,1,0,0,1,0,1,12.42,26.38,2.13,2.25,6.71,1.26,6.77
18671,1,3,2,4,1,0,1,0,0,1,0,0,1,1,11.96,28.86,0.64,-3.09,7.59,2.21,5.48
9020,0,4,4,3,1,1,1,1,0,0,1,0,0,1,12,32.38,1.09,7.04,7.29,0.32,7.72
11691,1,2,5,5,1,0,1,0,0,0,0,1,0,0,12.34,28.74,-1.34,-0.04,7.56,1.56,6.81
13826,1,5,5,4,1,1,0,0,1,0,0,0,0,0,11.75,28.72,1.2,-4.58,7.64,2.12,6.62
9116,1,2,3,5,0,1,1,0,0,0,0,1,1,0,12.06,28.51,2.14,3.02,7.64,-0.38,7.39
8422,1,1,5,3,0,0,1,0,0,1,1,0,0,0,12.1,27.34,3.43,5.27,7.82,0.37,3.37
17306,1,3,4,4,0,0,1,1,1,1,0,0,0,1,12.21,29.27,1.6,1.71,7.38,-0.21,5.04
13407,1,3,5,2,1,0,1,0,0,0,1,0,1,1,12.04,25.7,1.06,5.33,7.45,-0.75,5.37
3816,1,5,3,2,1,1,0,1,1,1,0,1,1,1,11.96,29.24,-0.37,-1.49,7.35,-1.7,5.48
1299,1,2,4,5,1,0,0,0,1,0,0,0,1,1,12.04,28.12,3.66,-5.79,7.32,0,6.54
1492,1,1,3,3,0,0,1,0,1,1,1,0,1,0,11.95,28.06,-0.01,2.21,7.46,2.22,5.66
18073,1,2,2,3,0,0,0,0,1,0,1,1,0,1,11.72,22.1,2.07,-2.89,7.44,0.46,5.11
9640,1,5,2,5,1,0,0,0,0,1,1,1,0,0,12.1,27.22,-0.7,-10.86,7.89,-2.82,4.47
12849,1,4,5,5,0,1,0,0,0,0,0,0,0,1,12.15,25.67,-2.36,-0.89,7.61,0.94,3.63
15662,1,3,3,3,0,1,1,1,1,1,1,0,0,0,12.1,33.21,0.09,5.11,7.2,-2.61,5.57
17425,1,3,4,3,1,0,0,0,0,1,1,1,0,0,12.16,27.18,3.28,4.71,7.41,0,5.94
2865,1,2,3,4,0,0,0,0,1,1,0,0,1,0,12.13,26.11,1.98,3.18,7.49,1.9,7.55
3983,0,1,3,5,0,1,1,1,1,1,1,0,0,0,11.77,29.04,-1.17,6.72,7.66,0.18,6.19
339,1,2,5,1,1,0,1,0,0,1,1,0,1,0,11.78,29.61,3.02,-3.79,7.86,2.36,3.65
17809,1,3,2,5,1,1,0,0,1,1,0,0,1,0,12.25,26.03,2.63,1.2,7.32,0.48,4.82
1536,1,3,4,5,1,0,1,0,0,0,1,1,0,0,11.85,25.68,3.94,-2.47,7.34,1.44,4.57
11226,1,5,2,3,1,0,1,0,1,1,1,0,0,0,12.3,27.47,-1.14,-2.24,7.56,0.98,5.52
4219,0,2,1,1,1,1,1,0,0,1,0,0,1,0,11.8,29.45,1.02,-0.12,7.56,1.29,5.58
4471,1,2,2,4,0,1,0,1,1,0,0,1,0,0,11.88,29.88,-1.34,-0.49,7.68,0.93,5.82
9457,1,2,5,5,1,1,1,1,1,0,1,0,0,1,11.71,25.62,1.14,-4.19,7.66,-0.61,6.91
5626,1,3,4,4,1,1,1,1,0,1,1,1,1,0,11.47,27.98,2.04,-6.16,7.38,2.56,6.47
19675,0,2,2,2,0,0,1,0,1,1,1,1,1,1,12.17,27.14,0.4,3.4,6.83,1.3,6.74
8909,1,3,4,1,0,0,1,0,1,0,0,0,1,0,12.31,26.29,1.55,5.56,7.32,1.08,6.82
10152,1,5,3,5,0,1,1,0,1,0,0,0,1,1,12.17,25.11,4.6,4.93,7.35,1.38,5.29
4850,1,5,5,5,0,1,0,1,1,1,1,0,0,1,11.52,26.66,1.31,-2.86,7.48,1.19,6.81
6509,1,2,5,3,0,0,1,0,1,0,1,0,1,1,12.12,28.95,3.41,-0.07,7.58,1.87,6.62
14139,1,1,4,3,1,0,1,0,0,1,1,0,0,0,12.06,27.04,0.09,5.92,7.55,-2.68,6.53
5209,0,1,3,4,0,0,0,0,1,0,0,0,1,1,12.19,28.34,3.68,1.44,7.08,-0.08,5.5
2071,1,4,4,3,1,1,1,0,0,0,1,1,0,0,12.56,27.4,4.62,-3,7.28,-0.17,4.6
6508,1,2,4,2,1,0,1,0,1,1,0,0,0,0,11.71,26.1,-3.42,0.72,7.28,-0.4,6.08
16067,0,4,4,3,0,0,1,1,1,0,0,0,0,1,12.3,25.48,-0.14,-0.06,7.46,-0.29,4.94
16689,1,4,3,4,1,0,0,1,1,0,0,1,0,0,12.34,26.07,1.55,1.77,7.47,4.94,7.03
4837,0,3,1,3,1,1,0,0,1,0,0,0,0,1,11.91,27.49,2.38,3.28,7.28,-0.04,4.7
6442,1,1,2,3,1,0,1,1,0,0,1,1,0,1,12.1,26.99,0.05,1.01,7.4,-2.68,7.26
14438,1,3,5,4,1,0,0,0,0,1,1,1,1,1,12.46,28.24,2.93,-2.6,7.64,-1.77,5.26
14869,1,5,5,4,0,0,1,1,0,1,1,0,1,1,11.9,28.32,0.92,1.11,7.6,-0.2,6
11935,1,2,5,3,0,1,1,1,1,0,0,0,1,1,11.77,29.27,4.88,-0.5,7.2,-0.36,6.51
13365,1,1,4,2,0,0,0,1,0,1,1,1,0,0,11.9,26.28,0.18,-0.51,7.14,1.94,6.92
16837,1,3,5,2,1,1,1,1,0,1,0,1,1,0,11.83,27.63,2.83,5.27,7.84,0.45,4.8
17915,1,3,2,1,0,0,0,0,0,0,1,0,0,0,12.2,29.23,0.51,-1.59,7.06,2.18,6.58
1408,1,2,5,5,0,0,1,0,1,0,0,1,0,1,12.12,27.92,3.13,-5.74,7.69,-1.46,6.42
14624,1,4,5,5,0,1,1,0,1,1,0,0,0,0,11.95,26.24,-0.44,3.08,7.41,0.28,5.58
4008,1,1,5,2,1,0,0,1,1,0,1,1,0,1,12.05,28.7,1.84,-4.82,7.52,3.23,5.5
2394,1,3,2,5,0,0,1,1,0,0,0,1,1,1,11.88,23.84,0.3,3.48,7.72,-1.33,6.43
13277,0,1,3,3,0,1,0,1,0,1,1,1,1,1,12.23,28.62,1.4,6.94,7.75,-0.51,7.49
14786,0,3,2,4,1,0,1,0,1,1,0,0,1,0,12.21,27.61,4.13,-7.06,7.96,-0.53,7.72
13654,0,4,2,4,1,1,0,0,1,0,0,1,0,1,11.75,27.56,-0.72,-2.48,7.35,2.66,4.86
16769,1,2,2,2,1,0,1,1,1,1,0,1,0,0,12.21,27.54,2.65,3.91,7.29,-0.2,5.72
19856,1,1,1,2,1,1,0,1,1,1,0,1,1,0,12.05,27.04,3.98,6.67,7.51,-0.04,5.39
13507,0,4,5,1,0,1,1,0,0,0,0,1,0,0,11.77,27.53,2.02,-7.03,7.77,-0.67,4.72
4223,0,4,4,3,1,0,1,0,1,1,1,1,0,0,12.07,26.32,4.59,1.98,7.63,-1,5.12
17033,1,1,2,1,1,0,1,0,0,0,0,0,0,1,12.14,27.06,3.98,2.85,7.35,3.96,5.89
19119,0,3,2,2,1,0,1,0,1,0,1,1,0,0,12.1,26.69,1.33,1.14,7.36,0.88,5.03
1950,0,1,3,5,0,0,1,1,0,0,1,0,0,0,11.99,26.46,3.47,0.95,7.36,3.32,5.07
16733,0,1,5,3,1,0,0,1,1,1,1,1,1,1,12.02,26.89,1.54,-2.98,7.34,-1.39,6.12
6144,1,5,3,3,0,1,1,0,0,1,1,0,1,1,11.89,27.89,3.81,0.65,7.05,2.3,3.99
13182,1,5,5,5,0,1,1,0,1,1,1,1,0,0,12.01,27.83,-0.71,-3.64,7.47,1.16,5.49
17026,1,4,4,1,1,0,0,1,0,1,1,1,1,1,12.44,27.98,2.06,3.71,7.77,-3.01,5.5
1925,1,3,4,5,0,0,0,1,0,0,0,0,1,0,11.93,31.27,0.2,5.01,7.65,0.2,5.01
9210,0,2,1,3,0,0,1,0,1,1,0,1,1,1,11.69,30.05,2.37,3.31,7.26,1.41,7.73
10393,0,2,2,5,0,0,0,1,1,1,1,0,1,1,12.06,28.23,3.01,-2.06,7.72,-1.53,5.59
8804,1,2,4,3,1,1,0,1,1,0,1,1,0,1,12.29,25.79,1.29,5.91,7.26,0.33,5.85
3359,1,2,5,4,1,1,1,1,1,1,0,0,1,0,12.23,27.68,1.4,-5.09,7.09,3.57,4.82
7507,0,1,4,5,1,0,1,0,1,1,0,0,1,0,12.24,26.84,-0.88,1.38,7.48,-1.58,8.56
17194,0,2,1,3,1,1,0,0,1,1,0,0,1,1,12.03,29.18,2.68,2.31,7.49,-0.83,4.03
17037,1,3,3,1,1,0,0,1,1,0,1,0,1,0,12.12,26.1,1.51,1.25,7.65,-1.24,8.32
11503,1,4,3,4,1,1,0,1,0,0,0,0,0,0,12,26.64,0.61,-0.29,7.72,-1.96,5.7
10604,1,3,2,3,0,0,0,1,0,1,1,0,0,0,11.96,29.98,-0.96,1.76,7.02,-0.37,6.84
466,1,3,2,4,0,1,1,0,0,0,0,0,1,0,12.13,27.22,0.82,-1.3,7.27,4.98,6.97
1057,1,2,2,5,1,0,1,1,1,1,0,0,0,1,12.15,30.11,1.43,4.66,7.13,-1.12,5.73
16402,0,5,2,3,0,1,1,0,0,1,0,1,0,0,12.16,28.24,3.75,-6.19,7.51,-0.62,4.57
16793,0,3,2,2,0,1,1,0,1,1,1,0,1,0,12.3,27.57,2.97,3.85,7.6,-1.06,5.7
19289,0,3,2,3,0,1,1,1,1,0,1,1,0,1,11.62,28.24,2.29,-1.36,7.54,0.14,5.3
1679,1,3,5,3,0,1,1,0,1,1,0,1,0,1,11.93,30.13,4.85,0.15,7.15,1.22,5.23
9336,0,5,5,4,0,1,0,1,0,1,1,0,0,0,12.55,25.98,-3.74,5.4,7.65,-0.31,6.35
7739,1,2,5,2,0,0,0,1,0,0,1,1,0,1,11.89,28.77,2.8,-4.46,7.79,-0.7,5.32
17829,1,4,3,3,1,0,0,1,0,1,0,1,1,1,11.99,25.19,4.43,-1.16,7.33,0.34,7.06
13957,1,2,3,3,0,0,0,0,0,1,1,0,0,0,12.2,25.85,1.82,-3.19,7.48,-0.38,6.83
6485,1,4,2,4,0,0,1,0,0,0,0,1,1,1,11.96,26.36,0.23,-0.91,7.4,1.26,5.82
7314,1,3,1,1,1,0,1,1,0,0,0,0,1,1,12.13,26.02,-0.38,3.66,7.74,-0.33,5.04
8282,1,3,3,5,1,1,0,1,1,0,1,0,1,1,11.69,29.43,-1.99,-5.38,7.53,3.1,7.87
17855,1,1,2,2,1,1,1,1,1,1,1,0,0,0,12,27.39,3.21,-2.36,7.47,-1.45,7.14
7779,1,3,4,4,1,1,1,0,1,1,0,1,1,0,12.22,29.83,3.71,6.04,7.57,-1.01,9.21
17985,0,4,1,2,1,0,0,0,1,1,1,1,1,0,11.77,30.21,3.55,-2.08,7.2,1.46,5.89
10442,0,5,5,4,1,0,1,1,0,0,0,1,1,1,11.8,26.79,-1.17,5.57,7.19,0.79,5.63
8331,0,3,4,3,1,1,1,1,0,0,0,1,0,1,12.05,28.51,-0.13,-4.43,8.1,-0.46,7.32
10332,0,4,2,5,1,0,1,1,0,1,1,1,0,0,12.23,27.88,2.62,-6.57,7.56,1.92,7.94
8432,1,1,4,4,0,0,0,0,1,1,1,0,0,1,12.15,26.14,2.27,-0.01,7.51,-1.17,5.1
8443,1,4,2,5,0,0,0,1,0,0,0,1,1,1,12.25,29.36,3.57,3.34,7.5,-1.52,3.7
2076,1,2,5,4,0,0,0,0,1,0,1,1,1,1,11.86,28.37,2.75,5.71,7.08,0.73,6.47
3074,1,3,4,1,0,0,1,0,0,1,1,1,0,0,11.74,30.35,0.46,7.07,7.78,2.73,6.45
17129,0,1,4,2,1,0,0,0,1,0,1,1,1,1,12.25,27.1,0.04,-1.2,7.81,3.21,6.4
17050,0,3,1,1,1,1,1,1,1,0,1,1,0,1,11.88,25.23,2.53,-4.31,7.35,1.64,7.09
10721,1,2,5,5,1,0,0,1,1,1,0,1,0,1,11.64,29.15,0.24,0.48,7.8,1.21,5.21
5854,1,2,4,3,0,1,1,0,0,1,0,0,1,1,12,26.94,-1.78,4.87,7.6,2.2,6.01
3688,0,3,3,3,1,1,1,0,1,0,1,0,1,0,12.01,25.87,0.97,7.37,7.02,-0.67,6.77
11446,1,1,2,4,0,0,0,0,1,1,0,1,0,1,11.86,26.98,-0.72,5.92,7.46,-1.44,5.99
1934,1,5,3,3,1,1,0,0,0,0,1,1,0,1,11.69,27.13,0.64,-4.62,7.49,1.27,6.12
14703,1,5,5,3,0,1,0,0,1,0,1,1,0,0,12.04,29.4,2.61,-3.57,7.37,2,6.04
3900,1,2,5,4,0,0,1,1,1,0,1,0,0,1,11.92,29.21,4.07,-2.64,7.69,2.57,3.17
16339,0,3,4,2,1,0,1,1,0,1,0,0,0,0,12.52,28.4,2.06,-0.82,7.75,1.66,6.59
9451,0,1,5,4,1,1,1,0,0,0,0,1,0,0,11.76,29.26,4.07,-7.71,7.49,1.58,6.98
10424,1,4,2,4,0,1,1,0,1,1,1,1,1,1,11.74,26.48,0.12,1.6,7.96,-0.39,4.93
15299,1,3,5,1,0,1,0,1,0,1,0,0,0,0,11.72,28.27,-1.8,4.47,7.75,2.18,5.13
7134,0,1,2,4,0,1,0,0,1,1,1,1,0,0,11.93,28.07,4.11,2.44,7.77,-0.39,4.79
16161,0,3,2,4,1,0,1,0,1,1,0,1,1,0,12.24,30.91,0.47,9.84,7.56,1.51,5.89
252,1,4,4,5,0,1,1,0,1,1,1,0,1,0,11.98,28.5,-2.09,-3.94,7.54,-0.13,5.12
1643,1,4,2,3,0,1,1,1,0,0,0,0,1,0,12.02,28.13,0.99,2.19,7.46,2.59,4.35
15046,1,3,2,1,1,0,1,1,1,1,1,0,1,0,12.34,26.3,1.9,-0.36,7.79,-1.28,6.6
13199,0,5,3,1,1,1,1,1,0,1,1,0,1,0,12.09,30.03,0.84,-6.6,7.52,1.65,5.42
11305,0,3,4,1,0,1,1,0,1,0,1,1,0,0,11.98,26.35,1.4,-1.09,7.31,-3.01,4.5
12803,0,2,5,5,1,1,0,1,0,1,0,0,0,1,11.99,28.44,1.8,6.55,7.98,-0.21,6.4
15886,0,4,3,4,0,1,1,0,0,1,0,1,0,0,11.85,28.55,0.87,3.91,7.85,1.33,6.87
14460,1,4,4,3,1,0,0,0,0,0,0,1,0,0,11.93,27.38,3.22,-0.07,7.54,-0.64,4.27
12077,1,5,2,5,1,0,1,0,0,0,0,1,1,0,11.76,29.94,1.78,1.46,7.52,-0.59,5.17
6966,0,4,4,4,0,0,1,0,0,0,1,0,1,1,12.22,29.69,-0.04,3.68,7.62,2.6,5.7
10180,1,3,2,4,1,0,0,1,1,0,1,1,1,0,11.97,29.25,2.63,-7,7.3,3.71,6.6
16898,0,2,3,4,1,0,1,0,0,0,0,1,0,0,12.21,24.74,1.94,-5.61,7.52,1.26,4.6
6816,1,4,5,5,1,0,0,1,1,0,0,0,0,0,12.52,28.38,-0.42,-3.08,7.68,2.55,6.97
5371,1,2,2,3,0,1,1,1,0,0,1,1,1,0,11.75,29.26,-0.29,-1.85,7.66,0.87,5.87
10774,0,3,4,1,0,0,1,1,0,0,0,1,0,1,11.94,24.81,4.17,1,7.28,0.47,5.58
17616,0,2,4,2,1,0,1,1,0,1,0,0,1,1,11.91,28.77,-1.47,4.37,7.4,-0.26,8.72
2475,1,1,1,1,1,1,0,0,1,1,1,1,1,0,12.24,28.56,-0.15,-4.63,7.28,-1.74,7.87
13269,1,1,4,5,0,0,0,0,1,1,0,1,1,0,12.24,27.59,1.38,1.49,7.44,0.77,5.17
14224,0,1,5,3,0,1,1,1,1,1,0,1,1,0,12.21,29.72,-1.05,1.88,7.37,0.6,3.78
15851,1,3,1,3,1,0,0,1,0,1,1,1,0,0,11.9,29.52,1.05,-3.22,7.53,0.75,4.9
19087,1,3,3,5,0,0,0,0,0,0,1,1,1,0,11.87,29.92,1.67,1.18,7.85,-1.67,6.55
12702,1,5,2,5,0,0,1,0,0,1,1,1,1,1,12.3,25.5,4.41,0.58,7.4,-3.22,4.79
19497,0,1,5,3,0,1,0,0,1,0,1,0,0,0,12.17,30.07,1.2,-4.55,7.68,-0.84,6.18
17988,0,1,1,5,1,1,1,1,1,0,0,0,0,1,12.06,31.69,0.5,3.09,8,1.76,6.02
18446,1,2,3,3,0,1,0,1,1,1,1,0,1,0,11.76,28.18,-1.19,2.64,7.73,-0.54,6.39
5032,0,4,4,4,1,0,0,0,0,1,0,0,0,1,12.39,25.91,2.68,-2.43,7.59,-1.64,4.61
17342,1,4,2,2,1,0,1,0,1,0,1,0,0,1,11.89,24.54,4.96,2.17,7.87,3.3,4.88
10478,1,2,2,4,1,0,0,1,1,1,1,1,1,0,11.89,28.94,3.9,0.49,7.35,0.94,7.61
16737,1,2,2,3,1,1,1,0,1,1,0,1,0,0,11.98,27.91,-0.14,-8.53,7.5,0.27,6.44
15582,0,3,3,5,1,1,1,1,0,0,0,0,1,0,12.35,28.4,0.82,1.23,6.86,-1.5,6.16
16495,1,4,3,3,1,0,1,0,1,1,0,1,0,1,11.93,29.71,0.93,2.33,7.28,1.44,7.12
7888,0,3,4,3,1,1,0,1,1,0,1,1,1,0,11.66,29.91,-0.15,-4.2,7.92,2.11,6.63
9597,0,4,5,4,1,0,1,0,0,1,1,1,0,1,12.19,29.29,2.41,0.58,7.35,-0.98,5.66
7687,0,1,5,3,1,0,0,0,0,1,0,1,0,1,11.55,25.52,-0.05,7.79,7.44,-0.58,5.23
3694,1,1,5,5,1,1,0,1,1,1,1,0,0,0,11.58,29.35,0.3,-4.92,7.32,2.25,5.2
15223,1,3,1,2,1,0,1,1,0,1,0,1,0,1,12.61,26.56,2.57,1.25,7.67,1.07,6.7
9952,1,4,4,4,0,1,0,1,0,0,0,1,1,1,12.06,29.01,0.65,3.51,7.26,0.58,5.4
15785,1,4,2,5,0,0,0,0,1,0,1,1,0,1,11.74,29.26,1.75,3.67,7.9,1.15,8.04
8700,1,5,5,1,1,0,0,0,0,1,0,1,0,1,12.54,27.8,1.39,-4.25,8,-0.61,3.96
16097,1,3,2,3,0,1,0,0,1,1,1,1,1,1,11.98,30.02,1.16,1.63,7.66,2.31,6.44
10150,1,3,5,5,1,0,0,0,1,1,1,1,0,0,11.93,29.67,0.43,2.07,7.67,-0.37,4.74
6172,0,1,4,1,1,0,0,1,1,0,0,0,1,1,11.87,28.13,-0.2,0.52,7.46,0.18,5.21
14958,1,4,3,4,0,1,1,0,0,0,0,0,1,1,12.3,26.97,0.06,4.79,7.69,-1.79,4.33
